concessionaria;ano_do_pnv_snv;tipo_de_radar;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude;velocidade_leve;velocidade_pesado
VIA BRASIL;2021;Controlador;BR-163;MT;1066,405;Guarantã do Norte;Principal;Crescente;Ativo;;-9,938937;-54,903335;40;40
VIA BRASIL;2021;Controlador;BR-163;MT;1088,773;Guarantã do Norte;Principal;Crescente;Ativo;;-9,761681;-54,896517;60;60
VIA BRASIL;2021;Controlador;BR-163;MT;1110,1;Guarantã do Norte;Principal;Crescente;Ativo;;-9,601294;-54,889358;40;40
VIA BRASIL;2021;Controlador;BR-163;MT;1113,835;Guarantã do Norte;Principal;Decrescente;Ativo;;-9,580576;-54,884539;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;103,7;Altamira;Principal;Crescente;Ativo;;-8,730286;-54,978188;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;104,63;Altamira;Principal;Crescente;Ativo;;-8,727819;-54,973903;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;157,538;Altamira;Principal;Crescente;Ativo;;-8,323412;-55,097691;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;159,877;Altamira;Principal;Decrescente;Ativo;;-8,304428;-55,105084;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;257,886;Novo Progresso;Principal;Decrescente;Ativo;;-7,470285;-55,291586;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;262,786;Novo Progresso;Principal;Crescente;Ativo;;-7,427801;-55,292411;60;60
VIA BRASIL;2021;Controlador;BR-163;PA;310,01;Novo Progresso;Principal;Crescente;Ativo;;-7,046954;-55,411937;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;402,975;Itaituba;Principal;Decrescente;Ativo;;-6,272195;-55,595871;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;409,211;Itaituba;Principal;Crescente;Ativo;;-6,228432;-55,625008;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;432,707;Itaituba;Principal;Crescente;Ativo;;-6,057238;-55,669755;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;547,027;Trairão;Principal;Crescente;Ativo;;-5,207814;-56,041769;60;60
VIA BRASIL;2021;Controlador;BR-163;PA;577,506;Trairão;Principal;Decrescente;Ativo;;-5,000201;-56,180519;60;60
VIA BRASIL;2021;Controlador;BR-163;PA;591,365;Trairão;Principal;Decrescente;Ativo;;-4,900009;-56,184737;60;60
VIA BRASIL;2021;Controlador;BR-163;PA;617,3;Trairão;Principal;Crescente;Ativo;;-4,735565;-56,049832;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;621,813;Trairão;Principal;Crescente;Ativo;;-4,719982;-56,015812;60;60
VIA BRASIL;2021;Controlador;BR-163;PA;635,34;Trairão;Principal;Crescente;Ativo;;-4,626418;-55,953822;60;60
VIA BRASIL;2021;Controlador;BR-163;PA;652,053;Itaituba;Principal;Crescente;Ativo;;-4,513621;-55,865035;60;60
VIA BRASIL;2021;Controlador;BR-163;PA;652,705;Itaituba;Principal;Decrescente;Ativo;;-4,5085;-55,864485;60;60
VIA BRASIL;2021;Controlador;BR-230;PA;1110,076;Itaituba;Principal;Crescente;Ativo;;-4,393014;-55,89006;40;40
VIA BRASIL;2021;Controlador;BR-230;PA;1113,187;Itaituba;Principal;Crescente;Ativo;;-4,397866;-55,920226;40;40
VIA BRASIL;2021;Controlador;BR-230;PA;1113,013;Itaituba;Principal;Decrescente;Ativo;;-4,398723;-55,917297;40;40
VIA COSTEIRA;2020;Controlador;BR-101;SC;259,7;Paulo Lopes;Principal;Crescente;Ativo;;-28,020139;-48,698833;80;80
VIA COSTEIRA;2020;Controlador;BR-101;SC;264,6;Garopaba;Principal;Decrescente;Ativo;;-28,059667;-48,716944;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;255,6;Paulo Lopes;Principal;Decrescente;Ativo;;-27,990306;-48,680028;80;80
VIA COSTEIRA;2020;Controlador;BR-101;SC;252,4;Paulo Lopes;Principal;Decrescente;Ativo;;-27,961722;-48,679278;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;275,9;Imbituba;Principal;Crescente;Ativo;;-28,157222;-48,692972;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;277,3;Imbituba;Principal;Crescente;Ativo;;-28,170194;-48,694306;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;287,1;Imbituba;Principal;Crescente;Ativo;;-28,257278;-48,704083;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;277,3;Imbituba;Principal;Decrescente;Ativo;;-28,170194;-48,694306;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;304;Laguna;Principal;Decrescente;Ativo;;-28,388028;-48,774389;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;289,5;Imbituba;Principal;Decrescente;Ativo;;-28,278111;-48,70025;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;334,7;Tubarão;Principal;Crescente;Ativo;;-28,473194;-49,024667;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;334,9;Tubarão;Principal;Decrescente;Ativo;;-28,474528;-49,026389;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;325,4;Capivari de Baixo;Principal;Decrescente;Ativo;;-28,428611;-48,948917;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;324,9;Capivari de Baixo;Principal;Decrescente;Ativo;;-28,426083;-48,944472;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;318,4;Pescaria Brava;Principal;Decrescente;Ativo;;-28,428306;-48,881194;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;360,6;Sangão;Principal;Crescente;Ativo;;-28,669472;-49,120139;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;367,5;Sangão;Principal;Decrescente;Ativo;;-28,697694;-49,181528;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;363,4;Sangão;Principal;Crescente;Ativo;;-28,681222;-49,144361;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;361,9;Sangão;Principal;Decrescente;Ativo;;-28,676472;-49,130083;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;252;Paulo Lopes;Principal;Crescente;Ativo;;-27,95825;-48,678;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;269,032;Imbituba;Principal;Decrescente;Ativo;;-28,0975;-48,705667;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;324;Pescaria Brava;Principal;Crescente;Ativo;;-28,424583;-48,935806;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;336,8;Tubarão;Principal;Decrescente;Ativo;;-28,486889;-49,038056;80;80
VIA COSTEIRA;2020;Controlador;BR-101;SC;347,28;Jaguaruna;Principal;Crescente;Ativo;;-28,577374;-49,052481;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;347,84;Jaguaruna;Principal;Decrescente;Ativo;;-28,582194;-49,050361;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;355,3;Sangão;Principal;Crescente;Ativo;;-28,630889;-49,089667;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;371,9;Içara;Principal;Decrescente;Ativo;;-28,714556;-49,221417;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;373;Içara;Principal;Crescente;Ativo;;-28,717139;-49,232194;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;387,7;Içara;Principal;Decrescente;Ativo;;-28,793556;-49,351972;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;391,94;Criciúma;Principal;Crescente;Ativo;;-28,813111;-49,389139;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;400,7;Maracajá;Principal;Crescente;Ativo;;-28,869556;-49,450889;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;407,5;Araranguá;Principal;Decrescente;Ativo;;-28,920083;-49,490417;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;410,8;Araranguá;Principal;Crescente;Ativo;;-28,93475;-49,518167;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;411;Araranguá;Principal;Decrescente;Ativo;;-28,936222;-49,519306;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;412,2;Araranguá;Principal;Crescente;Ativo;;-28,944;-49,527806;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;412,2;Araranguá;Principal;Decrescente;Ativo;;-28,944;-49,527806;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;416;Araranguá;Principal;Crescente;Ativo;;-28,972333;-49,528861;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;416;Araranguá;Principal;Decrescente;Ativo;;-28,972333;-49,528861;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;432,5;Sombrio;Principal;Crescente;Ativo;;-29,084694;-49,630556;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;432,5;Sombrio;Principal;Decrescente;Ativo;;-29,084694;-49,630556;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;445,6;Santa Rosa do Sul;Principal;Crescente;Ativo;;-29,148556;-49,724806;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;445,6;Santa Rosa do Sul;Principal;Decrescente;Ativo;;-29,148556;-49,724806;110;90
VIA SUL;2019;Controlador;BR-290;RS;10;Osório;Principal;Crescente;Ativo;;-29,891524;-50,3741;110;90
VIA SUL;2019;Controlador;BR-290;RS;10,001;Osório;Principal;Crescente;Ativo;;-29,891572;-50,374095;110;90
VIA SUL;2019;Controlador;BR-290;RS;31;Santo Antônio da Patrulha;Principal;Crescente;Ativo;;-29,884016;-50,565478;110;90
VIA SUL;2019;Controlador;BR-290;RS;31,001;Santo Antônio da Patrulha;Principal;Crescente;Ativo;;-29,884067;-50,565498;110;90
VIA SUL;2019;Controlador;BR-290;RS;70,9;Gravataí;Principal;Crescente;Ativo;;-29,951371;-50,96554;110;90
VIA SUL;2019;Controlador;BR-290;RS;70,901;Gravataí;Principal;Crescente;Ativo;;-29,951409;-50,96552;110;90
VIA SUL;2019;Controlador;BR-290;RS;91;Porto Alegre;Principal;Crescente;Ativo;;-29,968781;-51,167917;100;80
VIA SUL;2019;Controlador;BR-290;RS;92,5;Porto Alegre;Principal;Decrescente;Ativo;;-29,971188;-51,182885;100;90
VIA SUL;2019;Controlador;BR-448;RS;4,1;Esteio;Principal;Crescente;Ativo;;-29,845924;-51,203898;100;80
VIA SUL;2019;Controlador;BR-448;RS;4,101;Esteio;Principal;Crescente;Ativo;;-29,846137;-51,203835;100;80
VIA SUL;2019;Controlador;BR-386;RS;415,126;Montenegro;Principal;Decrescente;Ativo;;-29,818095;-51,470924;100;80
VIA SUL;2019;Controlador;BR-386;RS;415,127;Montenegro;Principal;Decrescente;Ativo;;-29,81798;-51,470985;100;80
VIA SUL;2019;Controlador;BR-101;RS;57,6;Maquiné;Principal;Crescente;Ativo;;-29,662472;-50,133248;100;80
VIA SUL;2019;Controlador;BR-101;RS;71,8;Osório;Principal;Crescente;Ativo;;-29,761297;-50,217864;100;80
VIA SUL;2019;Redutor;BR-101;RS;86,2;Osório;Principal;Crescente;Ativo;;-29,879663;-50,261308;80;80
VIA SUL;2019;Controlador;BR-101;RS;4,7;Torres;Principal;Crescente;Ativo;;-29,337014;-49,785164;100;80
VIA SUL;2019;Controlador;BR-101;RS;15,5;Dom Pedro de Alcântara;Principal;Crescente;Ativo;;-29,410162;-49,857806;100;80
VIA SUL;2019;Controlador;BR-386;RS;443;Canoas;Principal;Crescente;Ativo;;-29,889403;-51,21215;100;80
VIA SUL;2019;Redutor;BR-386;RS;434,6;Nova Santa Rita;Principal;Crescente;Ativo;;-29,846361;-51,276471;60;60
VIA SUL;2019;Controlador;BR-386;RS;405,3;Montenegro;Principal;Decrescente;Ativo;;-29,780227;-51,552887;100;80
VIA SUL;2019;Redutor;BR-386;RS;388;Triunfo;Principal;Crescente;Ativo;;-29,695129;-51,693235;60;60
VIA SUL;2019;Controlador;BR-386;RS;367,4;Fazenda Vilanova;Principal;Crescente;Ativo;;-29,581164;-51,841074;100;80
VIA SUL;2019;Controlador;BR-386;RS;305;Pouso Novo;Principal;Crescente;Ativo;;-29,189548;-52,188429;60;80
VIA SUL;2019;Redutor;BR-386;RS;270,8;Fontoura Xavier;Principal;Decrescente;Ativo;;-28,978289;-52,367937;60;60
VIA SUL;2019;Controlador;BR-386;RS;245,2;Soledade;Principal;Decrescente;Ativo;;-28,803798;-52,507508;60;60
